driver_id,name,email,phone,registration_date,vehicle_type,license_plate,city,rating,is_active
DRV001483,Amanda Ayers,aayers@hotmail.com,+1-925-270-7753,2026-04-24,Luxury,2QSY431,Oakland,3.34,False
DRV001484,Christine Foley,christine91@outlook.com,+1-925-243-7116,2026-02-24,Sedan,ARO3217,North Beach,4.41,False
DRV001485,John Gibbs,jgibbs@outlook.com,+1-408-632-3200,2025-08-10,Sedan,NCQ5433,North Beach,4.05,True
DRV001486,Ashley Koch,ashley.k@hotmail.com,+1-408-222-7746,2026-04-02,Van,BMG1058,Financial District,4.07,True
DRV001487,Martha Bartlett,martha.b@icloud.com,+1-209-983-5417,2025-08-16,Van,TJW4885,Palo Alto,4.62,True
DRV001488,Frank Mercado,frankmercado@outlook.com,+1-510-664-5356,2026-01-22,Economy,AZU2963,San Jose,4.43,True
DRV001489,Jerry Saunders,jerrysaunders@hotmail.com,+1-408-804-9255,2025-11-10,Sedan,XNF8698,North Beach,4.11,True
DRV001490,Carolyn Mclean,carolynmclean@yahoo.com,+1-831-490-8780,2025-08-10,Sedan,5CSP737,Mountain View,4.49,True
DRV001491,Rachel Hawkins,rhawkins@gmail.com,+1-650-758-3092,2025-12-20,Sedan,6GEB368,Mission District,4.04,True
DRV001492,Carol Greene,carol.g@gmail.com,+1-707-661-8566,2026-01-24,Luxury,5TBB806,North Beach,3.81,True
DRV001493,Randy Wise,randy.w@yahoo.com,+1-650-477-7082,2025-12-04,Economy,GOB8908,Berkeley,3.81,True
DRV001494,Betty Sanford,bettysanford@hotmail.com,+1-209-228-8776,2026-04-09,Economy,7ZWO309,SOMA,4.68,True
DRV001495,Charles Strong,charlesstrong@yahoo.com,+1-925-214-5342,2025-11-18,SUV,SRE2633,Mission District,4.6,True
DRV001496,Danielle Diaz,daniellediaz@hotmail.com,+1-831-738-8071,2025-10-08,Sedan,7FMD508,North Beach,4.54,True
DRV001497,Carol Reyes,carol.reyes@gmail.com,+1-707-998-4873,2025-08-08,Economy,7SBJ519,Chinatown,4.52,True
DRV001498,John Collier,jcollier@icloud.com,+1-707-230-1981,2026-04-08,Sedan,4DYO112,Downtown SF,4.0,True
DRV001499,Sharon Gay,sharon.gay@yahoo.com,+1-415-870-8396,2025-05-13,Van,2COJ142,Berkeley,4.77,True
DRV001500,Karen Hendrix,khendrix@yahoo.com,+1-650-322-1408,2025-05-26,Sedan,GWS5576,Berkeley,4.26,True
DRV001501,Mark Strong,mark.s@yahoo.com,+1-510-685-1103,2026-01-02,Sedan,5GBZ944,Marina,4.57,True
DRV001502,Emma Ford,emma33@yahoo.com,+1-510-863-7509,2025-12-19,Luxury,6EXH184,SOMA,4.73,False
DRV001503,Alan Jackson,alan84@hotmail.com,+1-209-685-3953,2026-03-27,Sedan,1FEQ461,Castro,4.58,True
DRV001504,Kimberly Guerra,kimberly.guerra@aol.com,+1-209-817-5916,2026-04-14,Sedan,AZD6651,Palo Alto,3.89,True
DRV001505,Madison Walls,madison.walls@outlook.com,+1-415-334-2732,2025-12-01,Sedan,2IYP961,Mission District,4.51,True
DRV001506,Douglas Walls,douglas61@aol.com,+1-831-461-8847,2025-07-11,Sedan,UXN7902,SOMA,4.41,True
DRV001507,Maria Morales,maria.m@icloud.com,+1-925-519-8474,2025-09-14,Economy,9TLR190,Financial District,3.88,True
DRV001508,William Serrano,william.s@icloud.com,+1-650-287-8162,2026-04-23,Sedan,1KTT943,San Jose,4.42,False
DRV001509,Stephanie Hancock,stephaniehancock@yahoo.com,+1-707-435-5564,2026-01-31,Economy,NHY1640,Chinatown,3.6,True
DRV001510,Laura William,lwilliam@hotmail.com,+1-925-642-4071,2025-11-14,SUV,1EZF844,North Beach,4.35,True
DRV001511,Philip Guzman,philip11@hotmail.com,+1-415-413-4568,2026-01-18,Sedan,1ANG398,Berkeley,3.36,True
DRV001512,Julie Dalton,julie.d@gmail.com,+1-415-203-9456,2026-04-13,SUV,TOC5130,Mission District,4.3,True
DRV001513,James Sanchez,james.sanchez@outlook.com,+1-650-440-3275,2025-04-22,Economy,FLV9715,San Jose,4.47,True
DRV001514,Judith Hendricks,jhendricks@gmail.com,+1-707-507-9901,2025-12-23,SUV,YYW9972,Haight-Ashbury,4.55,True
DRV001515,Eric Bruce,eric.bruce@gmail.com,+1-415-811-9438,2026-03-29,Sedan,4GDC955,Marina,4.11,False
DRV001516,Nancy Powell,nancy.powell@hotmail.com,+1-510-878-7051,2025-11-22,SUV,IDO6063,SOMA,4.84,False
DRV001517,Edward Peck,edward.peck@gmail.com,+1-707-408-6307,2025-09-16,Sedan,HKL7145,Financial District,3.94,True
DRV001518,Nicholas Houston,nicholas84@outlook.com,+1-831-652-3429,2024-10-11,Sedan,COG1262,San Jose,4.07,True
DRV001519,Cynthia Durham,cynthia.d@yahoo.com,+1-650-868-4645,2024-11-05,SUV,PTZ3445,Mountain View,4.89,True
DRV001520,William Chang,william.c@gmail.com,+1-209-468-6320,2025-04-28,SUV,MUJ4156,Haight-Ashbury,4.51,True
DRV001521,Jeffrey Bridges,jeffrey.bridges@gmail.com,+1-925-289-3612,2026-01-13,Sedan,ZOD6439,Mission District,4.55,True
DRV001522,Alexis Beasley,alexisbeasley@aol.com,+1-707-554-1293,2025-03-16,Luxury,7CAM277,Marina,4.21,True
DRV001523,Kelly Grimes,kelly.grimes@gmail.com,+1-650-775-4969,2026-03-27,SUV,LAS3879,Marina,4.51,False
DRV001524,Steven Ashley,sashley@gmail.com,+1-707-291-3049,2025-08-14,Economy,5YSA853,Haight-Ashbury,4.1,True
DRV001525,Katherine Lawrence,katherine43@outlook.com,+1-415-512-3911,2025-12-26,Sedan,ZKF5912,Haight-Ashbury,4.43,True
DRV001526,Michael Fisher,michael.fisher@hotmail.com,+1-408-207-6995,2025-02-22,Sedan,4ZIV365,Marina,3.86,True
DRV001527,Victoria Mendoza,vmendoza@icloud.com,+1-650-367-6207,2025-10-22,Economy,TDL4002,Haight-Ashbury,3.17,True
DRV001528,James Sloan,jsloan@aol.com,+1-831-559-7556,2025-12-03,Sedan,WHB8240,Mountain View,4.83,False
DRV001529,Marie Navarro,marie75@icloud.com,+1-925-684-8652,2026-03-14,Sedan,RPQ6924,Downtown SF,3.55,True
DRV001530,Margaret Juarez,margaret.j@icloud.com,+1-209-508-3385,2025-12-18,SUV,6WVH414,Berkeley,4.62,True
DRV001531,Amy Skinner,amyskinner@gmail.com,+1-650-288-6509,2026-03-08,Sedan,LGT6837,SOMA,3.61,True
DRV001532,Theresa Salazar,tsalazar@aol.com,+1-925-489-2440,2025-10-07,Economy,CSM4204,Chinatown,4.46,True
DRV001533,Sara Tucker,saratucker@gmail.com,+1-831-439-6025,2025-10-31,Sedan,5NWU841,Mission District,3.52,True
DRV001534,Stephen Brennan,stephen.b@gmail.com,+1-831-614-5254,2025-12-28,Sedan,AWV1716,SOMA,4.76,True
DRV001535,Jack Morton,jack35@gmail.com,+1-650-453-1480,2026-03-15,Sedan,7BPY534,Downtown SF,4.18,False
DRV001536,Kathleen Prince,kathleen.prince@aol.com,+1-831-254-1957,2026-02-03,SUV,1ZFP663,Palo Alto,4.5,True
DRV001537,Bryan Evans,bryan.evans@hotmail.com,+1-415-213-4438,2025-11-08,Van,8VGT608,Berkeley,4.61,True
DRV001538,Megan Morton,mmorton@gmail.com,+1-510-845-7356,2025-12-22,Sedan,EZJ1834,Berkeley,4.45,True
DRV001539,Betty Mccullough,betty92@aol.com,+1-209-736-6384,2026-03-28,Sedan,XQC8168,Castro,4.51,True
DRV001540,Sara Palmer,sara.palmer@outlook.com,+1-650-771-9658,2026-03-10,Luxury,VNA3254,San Jose,3.57,True
DRV001541,Johnny Reyes,jreyes@gmail.com,+1-831-308-7991,2025-10-06,Van,9CQZ258,SOMA,4.57,False
DRV001542,Kathryn Mcknight,kmcknight@hotmail.com,+1-209-702-2976,2026-04-28,Sedan,MVB7868,Chinatown,4.05,False
DRV001543,Mary Nichols,mary.n@gmail.com,+1-707-560-8627,2026-01-06,Luxury,NAQ5803,Marina,4.17,True
DRV001544,Paul Delgado,pauldelgado@yahoo.com,+1-510-600-1623,2025-12-20,Luxury,JRJ6773,Palo Alto,4.5,True
DRV001545,Diane Barrera,diane.barrera@outlook.com,+1-209-898-6841,2026-04-21,Economy,2GWX473,Berkeley,4.64,True
DRV001546,Andrew Sanders,andrew.sanders@aol.com,+1-510-616-5885,2025-06-11,SUV,KAY4564,Marina,4.39,True
DRV001547,Albert Shannon,albertshannon@hotmail.com,+1-408-919-2843,2026-01-23,Sedan,WPH5797,Chinatown,3.21,True
DRV001548,Michael Hernandez,michael.hernandez@aol.com,+1-831-815-2222,2025-12-22,Sedan,IFD7034,Mountain View,3.38,True
DRV001549,Cheryl Dickerson,cdickerson@aol.com,+1-925-613-5015,2025-10-08,SUV,6GOC433,Downtown SF,4.62,True
DRV001550,Johnny Greer,jgreer@hotmail.com,+1-650-702-9283,2025-05-25,Luxury,PLY6243,North Beach,4.33,True
DRV001551,Gregory Carson,gregorycarson@icloud.com,+1-510-659-9072,2026-04-27,Luxury,2DPT609,Chinatown,4.14,True
DRV001552,Patrick Mccarthy,pmccarthy@aol.com,+1-415-980-8567,2025-12-19,Sedan,7AHH876,Berkeley,4.6,True
DRV001553,Jack Nunez,jnunez@outlook.com,+1-650-237-6867,2025-07-25,Sedan,2AFV574,Mission District,4.43,True
DRV001554,Shirley Morton,shirley.m@aol.com,+1-408-692-2002,2026-04-08,SUV,8IZN894,SOMA,4.24,False
DRV001555,Emma Kim,emma.k@hotmail.com,+1-209-887-3966,2025-12-11,Sedan,3OIU503,Oakland,4.13,True
DRV001556,Donna Bullock,donna.b@icloud.com,+1-925-246-8351,2026-04-27,SUV,5DLX799,Marina,4.19,True
DRV001557,Sarah Hudson,sarahhudson@aol.com,+1-831-687-7841,2025-12-22,Sedan,JDX8065,Berkeley,3.69,True
DRV001558,Cheryl Richmond,crichmond@aol.com,+1-415-469-9470,2025-08-07,Sedan,NKR3889,Downtown SF,3.74,True
DRV001559,Marie Monroe,marie40@gmail.com,+1-707-226-9598,2026-01-04,Sedan,PDF7850,Berkeley,4.57,True
DRV001560,Katherine Mcknight,kmcknight@hotmail.com,+1-415-521-4143,2025-09-26,Sedan,TKB8760,Chinatown,4.48,True
DRV001561,Noah Walter,noah53@hotmail.com,+1-650-646-2261,2025-11-22,SUV,WGU5254,SOMA,4.02,False
DRV001562,Jeremy Andrews,jeremyandrews@outlook.com,+1-408-384-1977,2025-06-23,Sedan,EQM2743,San Jose,3.99,True
DRV001563,Noah Monroe,nmonroe@outlook.com,+1-510-703-2746,2026-02-02,SUV,1UEW480,Mission District,3.87,True
DRV001564,Julia Melton,julia.m@yahoo.com,+1-415-583-3879,2026-02-09,SUV,VYA3935,SOMA,4.52,True
DRV001565,George Snow,george.s@gmail.com,+1-510-472-4020,2026-04-10,Sedan,GVB9951,Downtown SF,4.15,False
DRV001566,Evelyn Pruitt,evelynpruitt@gmail.com,+1-831-398-8301,2025-12-18,Sedan,BIA1539,Pacific Heights,4.81,True
DRV001567,Rebecca Weaver,rweaver@yahoo.com,+1-925-486-7172,2025-04-22,Sedan,WWL5565,San Jose,4.74,True
DRV001568,Kathleen Camacho,kathleen.c@yahoo.com,+1-415-959-7515,2025-02-25,Sedan,IBW6325,Mission District,3.46,True
DRV001569,Jeffrey Church,jeffreychurch@outlook.com,+1-650-976-9081,2025-09-22,Sedan,2EOV327,Castro,3.6,True
DRV001570,Scott Chen,scott.chen@yahoo.com,+1-831-935-7877,2026-03-21,Sedan,6VLE759,Pacific Heights,4.17,True
DRV001571,Timothy Kane,timothy72@icloud.com,+1-707-223-8416,2025-09-18,SUV,NOH1045,Haight-Ashbury,4.56,True
DRV001572,Janet Baxter,janetbaxter@gmail.com,+1-415-881-2692,2026-03-10,SUV,VEB4050,San Jose,4.59,True
DRV001573,Virginia Holloway,virginia.h@gmail.com,+1-925-465-9883,2026-04-03,Economy,AFX6709,Marina,3.81,True
DRV001574,Brian Miller,brianmiller@hotmail.com,+1-510-241-3522,2025-12-19,SUV,XUI1972,Mission District,4.32,True
DRV001575,Russell Guerrero,russell53@hotmail.com,+1-415-431-7632,2026-01-18,Sedan,VVH4410,Financial District,3.47,True
DRV001576,Ethan Parks,ethanparks@hotmail.com,+1-408-603-3674,2025-04-14,Luxury,DVA9820,Oakland,3.57,True
DRV001577,Steven Doyle,steven.doyle@yahoo.com,+1-415-654-6461,2026-02-08,Luxury,KXP3193,Downtown SF,4.32,True
DRV001578,Gary Prince,garyprince@gmail.com,+1-209-670-6062,2025-08-04,Economy,HBA3986,Financial District,3.55,False
DRV001579,Jonathan Dickson,jonathan.d@yahoo.com,+1-209-550-2602,2026-03-23,Sedan,ELS2636,North Beach,4.14,True
DRV001580,Vincent Fischer,vfischer@hotmail.com,+1-209-526-3476,2025-12-10,Sedan,NXG2685,Mountain View,3.5,False
DRV001581,Olivia Lewis,olewis@gmail.com,+1-209-984-4744,2025-12-30,Sedan,3RWX422,Palo Alto,4.47,True
DRV001582,Jessica Kelley,jessica.kelley@gmail.com,+1-707-907-4772,2026-04-01,Sedan,JIH3286,Mission District,4.65,True
DRV001583,Anthony Holloway,anthony.holloway@icloud.com,+1-209-696-8552,2025-07-28,Sedan,GPD5117,Palo Alto,4.55,True
DRV001584,Lisa Maynard,lisamaynard@aol.com,+1-925-843-6264,2025-12-04,Sedan,OCE1121,Pacific Heights,4.85,True
DRV001585,Andrea Hickman,ahickman@outlook.com,+1-831-788-4248,2025-06-04,Sedan,WTP8045,Castro,4.61,True
DRV001586,Joe Stewart,joe31@outlook.com,+1-925-643-5504,2026-02-08,Sedan,9INU852,Chinatown,4.96,True
DRV001587,Amy Barr,amy31@aol.com,+1-831-927-8828,2025-08-17,Luxury,3ANK228,Oakland,3.65,True
DRV001588,Carol Roman,carolroman@aol.com,+1-707-954-7115,2025-10-09,SUV,7EEE458,Downtown SF,4.13,True
DRV001589,Harold Stephens,hstephens@yahoo.com,+1-925-657-3819,2026-02-06,Sedan,ETW1208,Mission District,4.27,False
DRV001590,Carol Hunt,carol41@gmail.com,+1-925-783-3867,2026-03-30,Sedan,UPR7462,SOMA,4.37,True
DRV001591,Joan Nelson,jnelson@outlook.com,+1-415-468-6614,2025-11-29,Luxury,BPL4032,Mission District,4.08,True
DRV001592,Larry Lindsey,larry.lindsey@aol.com,+1-408-829-2226,2026-02-27,Sedan,2OGT651,Financial District,3.72,True
DRV001593,Dorothy Mccormick,dorothy.mccormick@gmail.com,+1-408-591-1094,2025-08-09,Sedan,KAN8559,North Beach,3.21,True
DRV001594,Samuel Mcclain,smcclain@gmail.com,+1-831-256-8766,2026-03-13,Sedan,WKF9613,Berkeley,3.77,False
DRV001595,John Taylor,john83@yahoo.com,+1-209-377-4274,2026-02-26,Sedan,2LLD328,Oakland,3.42,True
DRV001596,Ronald Christian,ronald.christian@aol.com,+1-925-489-2526,2026-01-12,SUV,HYS7374,Castro,3.48,True
DRV001597,Pamela Griffin,pgriffin@yahoo.com,+1-209-681-7362,2026-02-18,SUV,MKX1518,Haight-Ashbury,3.14,False
DRV001598,Rebecca Moody,rebecca87@yahoo.com,+1-415-484-8021,2025-08-31,Economy,MWC8231,Downtown SF,4.47,False
DRV001599,Christian Shepard,christian.s@yahoo.com,+1-650-506-3994,2026-01-25,Economy,3HFH890,Pacific Heights,4.04,True
DRV001600,Jacqueline Robertson,jacqueline38@hotmail.com,+1-831-999-6492,2025-08-25,Economy,NKG1176,SOMA,2.76,True
DRV001601,Emma Foley,emmafoley@outlook.com,+1-650-628-1679,2025-12-03,SUV,8ENT372,Mission District,4.65,True
DRV001602,James Russo,jamesrusso@icloud.com,+1-707-840-6127,2025-03-02,SUV,5EKH428,San Jose,4.34,True
DRV001603,Robert Scott,robertscott@outlook.com,+1-510-468-8001,2025-11-27,SUV,8WQT400,Marina,3.47,True
DRV001604,Teresa Estrada,teresaestrada@outlook.com,+1-415-605-7146,2026-02-23,Van,8VZJ525,Pacific Heights,4.36,False
DRV001605,Megan Ford,mford@yahoo.com,+1-831-766-2100,2025-05-24,SUV,5WCJ629,Berkeley,3.98,True
DRV001606,William Murphy,wmurphy@outlook.com,+1-650-790-2802,2026-02-26,Sedan,9IBL961,Palo Alto,4.39,True
DRV001607,Jennifer Zimmerman,jennifer40@outlook.com,+1-831-234-6528,2026-01-05,SUV,FGG7960,Financial District,3.45,True
DRV001608,Jason Robinson,jrobinson@aol.com,+1-209-881-4456,2025-07-12,Sedan,7MUX661,Mountain View,3.82,True
DRV001609,Louis Stephens,lstephens@outlook.com,+1-925-994-2331,2025-05-12,Economy,ULQ8059,Castro,4.31,True
DRV001610,Johnny Cortez,johnny.c@gmail.com,+1-831-682-4362,2026-03-23,Sedan,FRE9438,Berkeley,4.31,True
DRV001611,Keith Decker,keith.decker@aol.com,+1-707-852-6286,2025-10-24,Luxury,VQO3277,Palo Alto,4.23,True
DRV001612,Kyle Morales,kyle.m@outlook.com,+1-510-758-7577,2026-04-03,Sedan,LKF2002,San Jose,4.41,True
DRV001613,Emma Hunt,emma.hunt@outlook.com,+1-408-794-3905,2026-02-28,SUV,NQR9790,Mountain View,4.19,True
DRV001614,Donald Blevins,dblevins@aol.com,+1-707-987-4343,2025-12-17,Sedan,GCT1099,Chinatown,3.57,True
DRV001615,Brandon Knapp,brandonknapp@outlook.com,+1-925-361-1494,2026-02-07,Sedan,9RRZ189,Oakland,3.61,False
DRV001616,Katherine Frank,katherine.f@aol.com,+1-415-315-5624,2026-03-06,SUV,7LZP165,Financial District,3.86,True
DRV001617,Janice Wiley,janice.wiley@hotmail.com,+1-925-821-9691,2026-04-17,Luxury,5GXT384,Oakland,4.17,True
DRV001618,Susan Tucker,susan.tucker@outlook.com,+1-510-624-8724,2024-12-26,SUV,YKJ5441,Oakland,3.62,True
DRV001619,Sandra Allison,sandra.a@icloud.com,+1-415-305-7219,2026-04-22,Luxury,GUX3325,Mountain View,4.43,False
DRV001620,Roger Ross,roger.ross@yahoo.com,+1-209-993-1759,2026-03-11,Economy,1YZK405,Downtown SF,4.37,True
DRV001621,Richard Cunningham,richard.c@aol.com,+1-415-730-2074,2026-03-25,Sedan,7DEY663,SOMA,4.17,True
DRV001622,Cynthia Pittman,cynthia.p@hotmail.com,+1-415-876-1315,2026-03-01,SUV,9NPI678,SOMA,4.12,True
DRV001623,Megan Gillespie,megan.gillespie@gmail.com,+1-831-752-1035,2026-02-26,SUV,2SWK212,SOMA,4.39,True
DRV001624,Julie Heath,julie.heath@icloud.com,+1-415-743-3186,2026-04-18,Van,GDB3870,Mountain View,4.36,True
DRV001625,Juan Gibbs,juan45@yahoo.com,+1-707-809-7250,2026-01-04,Economy,EGZ8938,Mountain View,4.43,True
DRV001626,Amanda Lopez,amandalopez@hotmail.com,+1-650-873-7126,2024-05-07,Sedan,1PYE328,North Beach,3.52,True
DRV001627,John Stephens,john80@icloud.com,+1-209-614-1963,2026-04-08,SUV,7QLD872,Pacific Heights,4.81,True
DRV001628,Samantha Marshall,samantha98@gmail.com,+1-707-563-4642,2026-03-12,Economy,LNC9729,Palo Alto,3.58,True
DRV001629,Jack Waters,jack.waters@yahoo.com,+1-831-918-5456,2026-01-30,Sedan,XOD8401,North Beach,4.07,True
DRV001630,Jack Padilla,jpadilla@yahoo.com,+1-408-330-4781,2025-05-21,Economy,7KMU641,Haight-Ashbury,4.61,True
DRV001631,Christopher Stevens,christopher.s@hotmail.com,+1-209-882-3853,2026-01-01,Sedan,1YEN288,SOMA,3.9,False
DRV001632,Arthur Shepard,arthur.shepard@outlook.com,+1-831-607-2190,2025-12-17,SUV,YOK4098,Mountain View,4.31,True
DRV001633,Billy Joyce,billyjoyce@icloud.com,+1-408-420-6252,2025-11-14,SUV,TWK9433,North Beach,4.08,True
DRV001634,Evelyn Knapp,evelyn33@outlook.com,+1-415-508-2989,2025-08-24,Sedan,9ENW357,Mountain View,4.1,True
DRV001635,Amy Jimenez,amyjimenez@icloud.com,+1-408-982-2386,2026-03-15,Economy,3KAX396,Pacific Heights,4.84,True
DRV001636,Willie Callahan,williecallahan@icloud.com,+1-510-512-4716,2025-11-18,SUV,WTO4567,Pacific Heights,4.84,True
DRV001637,Timothy Villarreal,tvillarreal@hotmail.com,+1-650-850-9905,2026-04-29,Sedan,1POQ952,Oakland,4.49,True
DRV001638,Kenneth Huynh,kennethhuynh@hotmail.com,+1-415-537-3479,2025-12-26,Luxury,3GVA596,Haight-Ashbury,4.56,True
DRV001639,Anthony Cardenas,anthony.c@icloud.com,+1-831-328-9932,2026-04-29,Economy,ZAZ7062,Haight-Ashbury,4.58,True
DRV001640,Mary Hughes,mary70@yahoo.com,+1-415-659-7692,2026-04-05,Sedan,9LIM875,San Jose,4.9,True
DRV001641,Deborah Odom,deborah.odom@hotmail.com,+1-408-514-9040,2026-04-12,Sedan,3IZR593,Oakland,4.48,True
DRV001642,Julie Jenkins,julie.jenkins@outlook.com,+1-209-707-4218,2025-11-18,SUV,BZJ4698,Haight-Ashbury,3.49,True
DRV001643,Theresa Collier,theresa.collier@yahoo.com,+1-707-836-2162,2025-09-26,Sedan,NFL4110,Pacific Heights,4.74,True
DRV001644,Emma Park,epark@hotmail.com,+1-415-998-5438,2026-04-06,Economy,1LYK231,San Jose,4.25,True
DRV001645,Thomas Garcia,tgarcia@outlook.com,+1-707-278-2168,2026-04-07,Sedan,QZR6853,Mission District,4.29,True
DRV001646,Kathleen Lamb,kathleen.l@icloud.com,+1-707-280-5390,2025-03-29,Economy,4ZAV671,San Jose,4.33,True
DRV001647,James Bridges,james.b@aol.com,+1-510-946-2563,2026-02-27,Sedan,8GSQ785,Castro,4.13,True
DRV001648,Alan Griffin,alan.griffin@aol.com,+1-209-684-1044,2026-04-21,SUV,1PXU834,Pacific Heights,3.74,True
DRV001649,Helen Wallace,helen79@gmail.com,+1-408-818-9944,2025-12-05,Economy,2UAF491,Haight-Ashbury,4.21,True
DRV001650,Howard Nelson,howard.n@hotmail.com,+1-831-900-5566,2026-02-15,Sedan,SAL9855,Downtown SF,4.96,True
DRV001651,Samuel Shaw,samuel87@gmail.com,+1-831-489-8165,2025-11-06,SUV,FFG7840,SOMA,4.48,True
DRV001652,Edward Church,edward69@hotmail.com,+1-415-715-9310,2025-12-10,Sedan,TVM9283,Berkeley,4.64,False
DRV001653,Carl Hobbs,carl.h@yahoo.com,+1-415-895-2924,2025-11-16,SUV,POS5622,Palo Alto,4.28,True
DRV001654,Lisa Hart,lisahart@outlook.com,+1-831-302-2576,2026-04-16,Luxury,5OOI919,Haight-Ashbury,4.44,True
DRV001655,Willie West,willie.w@aol.com,+1-831-233-5837,2026-04-01,Sedan,URE1296,Castro,4.6,True
DRV001656,Ethan Davis,edavis@hotmail.com,+1-707-928-5563,2025-11-22,Economy,1WRR240,Mountain View,4.73,True
DRV001657,Ronald Wood,ronald.wood@hotmail.com,+1-831-963-2203,2026-01-24,Economy,OSO7901,Mountain View,4.5,True
DRV001658,Heather Cameron,hcameron@yahoo.com,+1-408-534-7159,2026-04-16,Sedan,JZD7297,Mission District,4.8,True
DRV001659,Nicole Moore,nicole26@outlook.com,+1-209-206-4540,2025-11-19,Sedan,NBY1849,Haight-Ashbury,4.69,True
DRV001660,Diane Shaffer,dshaffer@gmail.com,+1-707-245-3117,2026-01-22,SUV,XCQ5357,Palo Alto,4.54,True
DRV001661,Marie Mejia,marie.mejia@yahoo.com,+1-415-806-2937,2025-08-05,SUV,BTQ3345,Castro,3.81,True
DRV001662,Marilyn Estrada,marilynestrada@aol.com,+1-408-985-8537,2026-02-20,Sedan,OSJ2836,Financial District,4.3,True
DRV001663,Melissa Heath,melissa.heath@icloud.com,+1-831-244-3179,2026-04-15,Luxury,MXY5837,Oakland,3.25,True
DRV001664,Anna Morin,annamorin@gmail.com,+1-707-492-5612,2025-05-20,Sedan,YFC1266,Oakland,4.22,True
DRV001665,Kimberly Velez,kvelez@hotmail.com,+1-707-742-4462,2026-04-01,SUV,5TKK987,SOMA,3.67,True
DRV001666,Alexis Monroe,alexis.monroe@outlook.com,+1-209-253-6159,2026-03-11,Economy,JGV2680,San Jose,3.33,True
DRV001667,Emily Park,epark@gmail.com,+1-209-210-5855,2026-01-10,SUV,3TXK234,Marina,3.7,True
DRV001668,Thomas Hodge,thomas74@gmail.com,+1-510-583-4261,2026-02-25,Sedan,BFS2477,Haight-Ashbury,4.0,True
DRV001669,Matthew Huff,matthew.huff@hotmail.com,+1-209-785-2013,2025-05-25,SUV,3GBG434,Pacific Heights,3.74,True
DRV001670,Shirley Reyes,shirley58@aol.com,+1-707-418-2590,2026-03-08,SUV,IYX1891,Castro,3.93,True
DRV001671,Ashley Blackburn,ashley.b@aol.com,+1-831-645-5920,2026-04-21,Luxury,KFI3016,Chinatown,4.32,True
DRV001672,Samuel Richmond,samuel73@aol.com,+1-209-605-9961,2025-12-22,Economy,JMU4979,Berkeley,4.3,True
DRV001673,Cheryl Castillo,cheryl79@yahoo.com,+1-415-857-2642,2025-09-24,Sedan,EPL4963,Marina,3.83,True
DRV001674,Andrew Roach,aroach@yahoo.com,+1-650-415-7633,2026-04-01,SUV,1EOD345,San Jose,4.71,True
DRV001675,Diane Blankenship,diane.b@icloud.com,+1-650-464-3708,2025-11-13,Sedan,4QSF647,Palo Alto,4.34,True
DRV001676,Andrew Roberts,andrewroberts@aol.com,+1-650-222-2538,2026-02-07,Economy,1BQF917,SOMA,4.46,True
DRV001677,Emma Woods,emma37@outlook.com,+1-510-819-9606,2026-04-26,Sedan,1UMV982,Mission District,4.27,True
DRV001678,Jonathan Mcguire,jmcguire@gmail.com,+1-209-531-8150,2025-11-17,Luxury,PBO4623,Mission District,4.67,True
DRV001679,Kimberly Hancock,kimberlyhancock@yahoo.com,+1-650-388-8086,2025-05-10,Economy,SDD8362,North Beach,4.42,True
DRV001680,Timothy Richardson,timothy.r@aol.com,+1-415-607-7583,2026-03-05,Luxury,SAU1056,Marina,4.25,True
DRV001681,Susan Lynch,susan.lynch@hotmail.com,+1-707-373-9248,2026-01-26,Sedan,DHS1615,Oakland,4.43,True
DRV001682,Tiffany Brady,tiffanybrady@outlook.com,+1-925-218-8116,2026-02-03,SUV,6NLK480,Financial District,3.25,False
DRV001683,Douglas Mason,douglas.mason@yahoo.com,+1-831-395-9328,2026-01-13,SUV,JWV7611,Mountain View,4.39,False
DRV001684,Shirley Wyatt,shirley19@icloud.com,+1-209-473-6161,2025-09-26,Economy,QFN4564,Financial District,4.54,True
DRV001685,Lawrence Tanner,lawrence.t@aol.com,+1-925-812-2267,2025-09-04,Sedan,9LPQ422,Palo Alto,3.6,True
DRV001686,Larry Buck,larrybuck@yahoo.com,+1-831-993-8151,2025-10-28,Sedan,3DFP490,Mission District,4.47,True
DRV001687,Kenneth Velez,kenneth.v@aol.com,+1-510-876-2709,2025-01-11,SUV,5OIG104,Berkeley,3.36,True
DRV001688,Alexis Bullock,alexisbullock@yahoo.com,+1-408-805-9700,2026-02-06,SUV,HME3647,Castro,3.6,True
DRV001689,Noah Hurst,nhurst@gmail.com,+1-650-331-4359,2025-08-04,Sedan,9QBR968,Pacific Heights,4.81,True
DRV001690,Teresa Evans,teresa.evans@aol.com,+1-408-914-5184,2026-02-23,Luxury,JHT9789,Palo Alto,4.66,False
DRV001691,Tyler Ramirez,tyler96@icloud.com,+1-831-903-8271,2026-01-06,Sedan,OUF9873,Marina,4.42,False
DRV001692,Joe Humphrey,joehumphrey@outlook.com,+1-510-251-9896,2025-06-13,Sedan,3KJD201,Haight-Ashbury,4.04,True
DRV001693,Samantha Dorsey,samantha.d@outlook.com,+1-925-538-9179,2025-06-10,Economy,NKI6873,Mountain View,4.92,True
